Item,On Hand Qty,PC #,Date,PC Name,State,Rep,Category,Price_ea,On Hand Value
RT2-00-MINIBK2-FSET,953,1132,2025-06-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.51,$4298.03
RT2-04-FBN25,1327,1132,2025-06-01,Greentech Renewables - West Columbia,SC,RyanW,Bolts,$0.36,$477.72
RT2-04-SD5-60,2095,1132,2025-06-01,Greentech Renewables - West Columbia,SC,RyanW,Screws,$0.43,$900.85
RT2-00-MINIBK2-FSET,620,1154,2025-06-01,Greentech Renewables - Columbus,OH,Guy,MINI,$4.51,$2796.2
RT2-04-SD5-60,1820,1154,2025-06-01,Greentech Renewables - Columbus,OH,Guy,Screws,$0.43,$782.6
RT2-00-MINIBK2-FSET,44,1875,2025-06-01,Greentech Renewables - Denver,CO,Genki,MINI,$4.51,$198.44
RT2-04-C-MOUNT,80,1875,2025-06-01,Greentech Renewables - Denver,CO,Genki,C-MOUNT,$3.08,$246.4
RT2-04-FBN25,1,1875,2025-06-01,Greentech Renewables - Denver,CO,Genki,Bolts,$0.36,$0.36
RT2-04-SD5-60,2376,1875,2025-06-01,Greentech Renewables - Denver,CO,Genki,Screws,$0.43,$1021.68
RT2-00-MINIBK2-FSET,114,1987,2025-06-01,Greentech Renewables - El Paso,TX,Genki,MINI,$4.51,$514.14
RT2-04-SD5-60,800,1987,2025-06-01,Greentech Renewables - El Paso,TX,Genki,Screws,$0.43,$344
RT2-00-MINIBK2,35,2576,2025-06-01,Greentech Renewables - Fresno,CA,Genki,MINI,$4.15,$145.25
RT2-00-MINIBK2-FSET,8,2685,2025-06-01,Greentech Renewables - Grand Junction,CO,Genki,MINI,$4.51,$36.08
RT2-04-SD5-60,800,2685,2025-06-01,Greentech Renewables - Grand Junction,CO,Genki,Screws,$0.43,$344
RT2-00-MINIBK2,2,3273,2025-06-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.15,$8.3
RT2-00-MINIBK2-FSET,2,3273,2025-06-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.51,$9.02
RT2-04-FBN25,25,3273,2025-06-01,Greentech Renewables - Houston,TX,Genki,Bolts,$0.36,$9
RT2-04-SD5-60,837,3273,2025-06-01,Greentech Renewables - Houston,TX,Genki,Screws,$0.43,$359.91
RT2-04-SD5-60,100,3293,2025-06-01,Greentech Renewables - Indianapolis,IN,Guy,Screws,$0.43,$43
RT2-00-MINIBK2-FSET,18,3395,2025-06-01,Greentech Renewables - Jacksonville,FL,RyanW,MINI,$4.51,$81.18
RT2-04-FBN25,520,3395,2025-06-01,Greentech Renewables - Jacksonville,FL,RyanW,Bolts,$0.36,$187.2
RT2-04-SD5-60,530,3395,2025-06-01,Greentech Renewables - Jacksonville,FL,RyanW,Screws,$0.43,$227.9
RT2-00-MINIBK2-FSET,2,4029,2025-06-01,Greentech Renewables - Las Cruces,NM,Genki,MINI,$4.51,$9.02
RT2-04-FBN25,235,4029,2025-06-01,Greentech Renewables - Las Cruces,NM,Genki,Bolts,$0.36,$84.6
RT2-04-SD5-60,200,4029,2025-06-01,Greentech Renewables - Las Cruces,NM,Genki,Screws,$0.43,$86
RT2-00-MINIBK2-FSET,180,4090,2025-06-01,Greentech Renewables - Las Vegas,NV,Genki,MINI,$4.51,$811.8
RT2-04-SD5-60,116,4090,2025-06-01,Greentech Renewables - Las Vegas,NV,Genki,Screws,$0.43,$49.88
RT2-04-SD5-60,300,4187,2025-06-01,Greentech Renewables - LIttle Rock,AR,Guy,Screws,$0.43,$129
RT2-00-MINIBK2-FSET,776,4422,2025-06-01,Greentech Renewables - Maine,ME,RyanW,MINI,$4.51,$3499.76
RT2-04-FBN25,143,4422,2025-06-01,Greentech Renewables - Maine,ME,RyanW,Bolts,$0.36,$51.48
RT2-04-MINBUTYL,259,4422,2025-06-01,Greentech Renewables - Maine,ME,RyanW,Accessories,$1.18,$305.62
RT2-04-SD5-60,2109,4422,2025-06-01,Greentech Renewables - Maine,ME,RyanW,Screws,$0.43,$906.87
RT2-00-MINIBK2-FSET,20,4431,2025-06-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.51,$90.2
RT2-04-SD5-60,175,4431,2025-06-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.43,$75.25
RT2-00-MINIBK2-FSET,1430,4560,2025-06-01,Greentech Renewables - Miami,FL,RyanW,MINI,$4.51,$6449.3
RT2-04-FBN25,2,4560,2025-06-01,Greentech Renewables - Miami,FL,RyanW,Bolts,$0.36,$0.72
RT2-04-SD5-60,4502,4560,2025-06-01,Greentech Renewables - Miami,FL,RyanW,Screws,$0.43,$1935.86
RT3-04-BUTYL,23,4560,2025-06-01,Greentech Renewables - Miami,FL,RyanW,Accessories,$1.18,$27.14
RT2-00-MINIBK2-FSET,10,4598,2025-06-01,Greentech Renewables - Commercial Solutions - Mid-Atlantic,NJ,RyanW,MINI,$4.51,$45.1
RT2-04-C-MOUNT,159,4639,2025-06-01,Greentech Renewables - Missoula,MT,Genki,C-MOUNT,$3.08,$489.72
RT2-00-MINIBK2-FSET,452,4664,2025-06-01,Greentech Renewables - Minneapolis,MN,Guy,MINI,$4.51,$2038.52
RT2-04-FBN25,54,4664,2025-06-01,Greentech Renewables - Minneapolis,MN,Guy,Bolts,$0.36,$19.44
RT2-04-SD5-60,3600,4664,2025-06-01,Greentech Renewables - Minneapolis,MN,Guy,Screws,$0.43,$1548
RT2-00-MINIBK2-FSET,624,4950,2025-06-01,Greentech Renewables - North Chicago,IL,Guy,MINI,$4.51,$2814.24
RT2-04-SD5-60,7300,4950,2025-06-01,Greentech Renewables - North Chicago,IL,Guy,Screws,$0.43,$3139
RT3-04-RFEBBK,2,4979,2025-06-01,Greentech Renewables - Nashville,TN,Guy,REB,$20.00,$40
RT2-00-MINIBK2-FSET,1550,4984,2025-06-01,Greentech Renewables - Wallingford,CT,RyanW,MINI,$4.51,$6990.5
RT2-04-SD5-60,4114,4984,2025-06-01,Greentech Renewables - Wallingford,CT,RyanW,Screws,$0.43,$1769.02
RT2-00-MINIBK2-FSET,16,4991,2025-06-01,Greentech Renewables - New Hampshire,NH,RyanW,MINI,$4.51,$72.16
RT2-04-C-MOUNT,100,4991,2025-06-01,Greentech Renewables - New Hampshire,NH,RyanW,C-MOUNT,$3.08,$308
RT2-04-SD5-60,67,4991,2025-06-01,Greentech Renewables - New Hampshire,NH,RyanW,Screws,$0.43,$28.81
RT2-00-MINIBK2-FSET,4470,5621,2025-06-01,Greentech Renewables - Orlando,FL,RyanW,MINI,$4.51,$20159.7
RT2-04-FBN25,91,5621,2025-06-01,Greentech Renewables - Orlando,FL,RyanW,Bolts,$0.36,$32.76
RT2-04-SD5-60,1205,5621,2025-06-01,Greentech Renewables - Orlando,FL,RyanW,Screws,$0.43,$518.15
RT2-00-MINIBK2,58,5885,2025-06-01,Greentech Renewables - Peoria,IL,Guy,MINI,$4.15,$240.7
RT2-04-FBN25,168,5885,2025-06-01,Greentech Renewables - Peoria,IL,Guy,Bolts,$0.36,$60.48
RT2-00-MINIBK2-FSET,65,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,MINI,$4.51,$293.15
RT2-04-C-MOUNT,8,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,C-MOUNT,$3.08,$24.64
RT2-04-FBN25,7,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,Bolts,$0.36,$2.52
RT3-00-AXBK,90,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$4.09,$368.1
RT3-01-UE-30,368,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$3400.32
RT3-01-UEFS30,482,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$4453.68
RT3-01-UES30,301,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$4608.31
RT3-02-UMS30,480,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$7348.8
RT3-03-SK80BL,127,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$17.00,$2159
RT3-04-M4-16S,159,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$0.25,$39.75
RT3-04-M8BIT,93,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,Tools,$6.02,$559.86
RT3-04-SKCAP,133,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$2.66,$353.78
RT3-04-SKSSL-20,164,5887,2025-06-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$0.87,$142.68
RT2-00-MINIBK2-FSET,22,5888,2025-06-01,Greentech Renewables - Pensacola,FL,RyanW,MINI,$4.51,$99.22
RT2-00-MINIBK2-FSET,68,5944,2025-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,MINI,$4.51,$306.68
RT2-04-C-MOUNT,1081,5944,2025-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,C-MOUNT,$3.08,$3329.48
RT2-04-FBN25,33,5944,2025-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,Bolts,$0.36,$11.88
RT2-04-SD5-60,2834,5944,2025-06-01,Greentech Renewables - Pittsburgh,PA,RyanW,Screws,$0.43,$1218.62
RT2-04-BN30SL-US,90,5951,2025-06-01,Greentech Renewables - Pocatello,ID,Genki,Bolts,$0.36,$32.4
RT2-04-SD5-60,8400,5951,2025-06-01,Greentech Renewables - Pocatello,ID,Genki,Screws,$0.43,$3612
RT2-00-MINIBK2-FSET,550,5971,2025-06-01,Greentech Renewables - Portland,OR,Genki,MINI,$4.51,$2480.5
RT2-04-MINBUTYL,117,5971,2025-06-01,Greentech Renewables - Portland,OR,Genki,Accessories,$1.18,$138.06
RT2-04-SD5-60,889,5971,2025-06-01,Greentech Renewables - Portland,OR,Genki,Screws,$0.43,$382.27
RT2-00-MINIBK2-FSET,5,6026,2025-06-01,Greentech Renewables - Pueblo,CO,Genki,MINI,$4.51,$22.55
RT2-04-SD5-60,340,6026,2025-06-01,Greentech Renewables - Pueblo,CO,Genki,Screws,$0.43,$146.2
RT2-04-FBN25,5,6058,2025-06-01,Greentech Renewables - Raleigh,NC,RyanW,Bolts,$0.36,$1.8
RT2-04-SD5-60,542,6058,2025-06-01,Greentech Renewables - Raleigh,NC,RyanW,Screws,$0.43,$233.06
RT2-00-MINIBK2-FSET,60,6408,2025-06-01,Greentech Renewables - Virginia,VA,RyanW,MINI,$4.51,$270.6
RT2-04-SD5-60,186,6408,2025-06-01,Greentech Renewables - Virginia,VA,RyanW,Screws,$0.43,$79.98
RT2-00-MINIBK2-FSET,272,6435,2025-06-01,Greentech Renewables - Riverside,CA,Genki,MINI,$4.51,$1226.72
RT2-04-FBN25,21,6435,2025-06-01,Greentech Renewables - Riverside,CA,Genki,Bolts,$0.36,$7.56
RT2-04-SD5-60,5264,6435,2025-06-01,Greentech Renewables - Riverside,CA,Genki,Screws,$0.43,$2263.52
RT2-00-MINIBK2,1,6462,2025-06-01,Greentech Renewables - Rochester,NY,RyanW,MINI,$4.15,$4.15
RT2-04-SD5-60,32,6462,2025-06-01,Greentech Renewables - Rochester,NY,RyanW,Screws,$0.43,$13.76
RT2-00-MINIBK2-FSET,460,6552,2025-06-01,Greentech Renewables - Sacramento,CA,Genki,MINI,$4.51,$2074.6
RT2-04-MINBUTYL,14,6552,2025-06-01,Greentech Renewables - Sacramento,CA,Genki,Accessories,$1.18,$16.52
RT2-04-SD5-60,1500,6552,2025-06-01,Greentech Renewables - Sacramento,CA,Genki,Screws,$0.43,$645
RT2-00-MINIBK2-FSET,26,6640,2025-06-01,Greentech Renewables - St. Louis,MO,Guy,MINI,$4.51,$117.26
RT2-04-FBN25,559,6640,2025-06-01,Greentech Renewables - St. Louis,MO,Guy,Bolts,$0.36,$201.24
RT2-04-SD5-60,250,6640,2025-06-01,Greentech Renewables - St. Louis,MO,Guy,Screws,$0.43,$107.5
RT2-04-BN30SL-US,100,6692,2025-06-01,Greentech Renewables - Salt Lake,UT,Genki,Bolts,$0.36,$36
RT2-04-FBN25,109,6692,2025-06-01,Greentech Renewables - Salt Lake,UT,Genki,Bolts,$0.36,$39.24
RT2-00-MINIBK2-FSET,477,7133,2025-06-01,Greentech Renewables - San Diego,CA,Genki,MINI,$4.51,$2151.27
RT2-04-C-MOUNT,120,7133,2025-06-01,Greentech Renewables - San Diego,CA,Genki,C-MOUNT,$3.08,$369.6
RT2-04-FBN25,62,7133,2025-06-01,Greentech Renewables - San Diego,CA,Genki,Bolts,$0.36,$22.32
RT2-04-SD5-60,489,7133,2025-06-01,Greentech Renewables - San Diego,CA,Genki,Screws,$0.43,$210.27
RT2-04-FBN25,52,7492,2025-06-01,Greentech Renewables - San Jose,CA,Genki,Bolts,$0.36,$18.72
RT2-00-MINIBK2-FSET,1706,7605,2025-06-01,Greentech Renewables - San Luis Obispo,CA,Genki,MINI,$4.51,$7694.06
RT2-04-FBN25,84,7953,2025-06-01,Greentech Renewables - Santa Rosa,CA,Genki,Bolts,$0.36,$30.24
RT2-04-SD5-60,67,7953,2025-06-01,Greentech Renewables - Santa Rosa,CA,Genki,Screws,$0.43,$28.81
RT2-00-MINIBK2-FSET,2397,8018,2025-06-01,Greentech Renewables - Tampa Bay,FL,RyanW,MINI,$4.51,$10810.47
RT2-04-SD5-60,8308,8018,2025-06-01,Greentech Renewables - Tampa Bay,FL,RyanW,Screws,$0.43,$3572.44
RT2-00-MINIBK2-FSET,725,8064,2025-06-01,Greentech Renewables - Seattle,WA,Genki,MINI,$4.51,$3269.75
RT2-04-MINBUTYL,11,8064,2025-06-01,Greentech Renewables - Seattle,WA,Genki,Accessories,$1.18,$12.98
RT2-04-SD5-60,3186,8064,2025-06-01,Greentech Renewables - Seattle,WA,Genki,Screws,$0.43,$1369.98
RT2-00-MINIBK2-FSET,423,8187,2025-06-01,Greentech Renewables - Spokane,WA,Genki,MINI,$4.51,$1907.73
RT2-04-SD5-60,3309,8187,2025-06-01,Greentech Renewables - Spokane,WA,Genki,Screws,$0.43,$1422.87
RT2-00-MINIBK2-FSET,479,8460,2025-06-01,Greentech Renewables - Stroudsburg,PA,RyanW,MINI,$4.51,$2160.29
RT2-04-SD5-60,1168,8460,2025-06-01,Greentech Renewables - Stroudsburg,PA,RyanW,Screws,$0.43,$502.24
RT2-00-MINIBK2-FSET,127,8756,2025-06-01,Greentech Renewables - Phoenix,AZ,Genki,MINI,$4.51,$572.77
RT2-04-SD5-60,5280,8756,2025-06-01,Greentech Renewables - Phoenix,AZ,Genki,Screws,$0.43,$2270.4
RT2-00-MINIBK2,29,8797,2025-06-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.15,$120.35
RT2-00-MINIBK2-FSET,3,8797,2025-06-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.51,$13.53
RT2-04-SD5-60,606,8797,2025-06-01,Greentech Renewables - Stockton,CA,Genki,Screws,$0.43,$260.58
RT2-00-MINIBK2-FSET,258,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,MINI,$4.51,$1163.58
RT2-04-MINBUTYL,60,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,Accessories,$1.18,$70.8
RT2-04-SD5-60,200,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,Screws,$0.43,$86
RT3-00-AXBK,493,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$4.09,$2016.37
RT3-01-UE-30,316,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$2919.84
RT3-01-UEFS30,37,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$341.88
RT3-01-UES30,15,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$229.65
RT3-02-UM-30,226,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$2088.24
RT3-02-UMFS30,36,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$332.64
RT3-02-UMS30,17,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$260.27
RT3-03-SK80BL,28,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$17.00,$476
RT3-04-ENDCAP,57,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$2.66,$151.62
RT3-04-M4-16S,1000,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.25,$250
RT3-04-SKSSL,124,8801,2025-06-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.87,$107.88
RT2-04-SD5-60,40,8808,2025-06-01,Greentech Renewables - Tucson,AZ,Genki,Screws,$0.43,$17.2
RT2-00-MINIBK2-FSET,4135,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,MINI,$4.51,$18648.85
RT2-04-C-MOUNT,500,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,C-MOUNT,$3.08,$1540
RT2-04-SD5-60,18068,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,Screws,$0.43,$7769.24
RT3-00-AXBK,892,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$4.09,$3648.28
RT3-01-UE-30,867,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$8011.08
RT3-01-UES30,174,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$2663.94
RT3-02-UM-30,710,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$6560.4
RT3-02-UMFS30,623,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$5756.52
RT3-03-SK80BL,249,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$17.00,$4233
RT3-04-M4-16S,2800,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.25,$700
RT3-04-SKSSL,263,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.87,$228.81
RT4-00-PLUS-38BK,800,9106,2025-06-01,Greentech Renewables - Columbia,MD,RyanW,PLUS,$4.51,$3608
RT2-00-MINIBK2-FSET,1316,120,2025-07-01,Greentech Renewables - Albany,NY,RyanW,MINI,$4.51,$5935.16
RT2-04-SD5-60,3682,120,2025-07-01,Greentech Renewables - Albany,NY,RyanW,Screws,$0.43,$1583.26
RT4-00-PLUS-38BK,1222,120,2025-07-01,Greentech Renewables - Albany,NY,RyanW,PLUS,$4.51,$5511.22
RT2-00-MINIBK2-FSET,420,148,2025-07-01,Greentech Renewables - Albuquerque,NM,Genki,MINI,$4.51,$1894.2
RT2-04-FBN25,1200,148,2025-07-01,Greentech Renewables - Albuquerque,NM,Genki,Bolts,$0.36,$432
RT2-04-SD5-60,200,148,2025-07-01,Greentech Renewables - Albuquerque,NM,Genki,Screws,$0.43,$86
RT2-00-MINIBK2-FSET,4190,224,2025-07-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.51,$18896.9
RT2-04-C-MOUNT,912,224,2025-07-01,Greentech Renewables - Auburn,MA,RyanW,C-MOUNT,$3.08,$2808.96
RT2-04-FBN25,157,224,2025-07-01,Greentech Renewables - Auburn,MA,RyanW,Bolts,$0.36,$56.52
RT2-04-SD5-60,34277,224,2025-07-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.43,$14739.11
RT2-00-MINIBK2-FSET,2385,236,2025-07-01,Greentech Renewables - Austin,TX,Genki,MINI,$4.51,$10756.35
RT2-04-FBN25,419,236,2025-07-01,Greentech Renewables - Austin,TX,Genki,Bolts,$0.36,$150.84
RT2-04-SD5-60,4696,236,2025-07-01,Greentech Renewables - Austin,TX,Genki,Screws,$0.43,$2019.28
RT2-04-FBN25,92,239,2025-07-01,Greentech Renewables - San Antonio,TX,Genki,Bolts,$0.36,$33.12
RT2-04-C-MOUNT,2,960,2025-07-01,Greentech Renewables - Detroit,MI,Guy,C-MOUNT,$3.08,$6.16
RT2-04-SD5-60,4,960,2025-07-01,Greentech Renewables - Detroit,MI,Guy,Screws,$0.43,$1.72
RT2-00-MINIBK2-FSET,823,1024,2025-07-01,Greentech Renewables - Los Angeles,CA,Genki,MINI,$4.51,$3711.73
RT2-04-SD5-60,2360,1024,2025-07-01,Greentech Renewables - Los Angeles,CA,Genki,Screws,$0.43,$1014.8
RT2-00-MINIBK2-FSET,832,1045,2025-07-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.51,$3752.32
RT2-04-SD5-60,2000,1045,2025-07-01,Greentech Renewables - Chicago,IN,Guy,Screws,$0.43,$860
RT2-04-FBN25,1329,1127,2025-07-01,Greentech Renewables - Colorado Springs,CO,Genki,Bolts,$0.36,$478.44
RT2-00-MINIBK2-FSET,573,1132,2025-07-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.51,$2584.23
RT2-04-FBN25,1327,1132,2025-07-01,Greentech Renewables - West Columbia,SC,RyanW,Bolts,$0.36,$477.72
RT2-04-SD5-60,1795,1132,2025-07-01,Greentech Renewables - West Columbia,SC,RyanW,Screws,$0.43,$771.85
RT2-00-MINIBK2-FSET,600,1154,2025-07-01,Greentech Renewables - Columbus,OH,Guy,MINI,$4.51,$2706
RT2-04-SD5-60,1820,1154,2025-07-01,Greentech Renewables - Columbus,OH,Guy,Screws,$0.43,$782.6
RT2-00-MINIBK2-FSET,12,1875,2025-07-01,Greentech Renewables - Denver,CO,Genki,MINI,$4.51,$54.12
RT2-04-C-MOUNT,50,1875,2025-07-01,Greentech Renewables - Denver,CO,Genki,C-MOUNT,$3.08,$154
RT2-04-FBN25,1,1875,2025-07-01,Greentech Renewables - Denver,CO,Genki,Bolts,$0.36,$0.36
RT2-04-SD5-60,916,1875,2025-07-01,Greentech Renewables - Denver,CO,Genki,Screws,$0.43,$393.88
RT2-00-MINIBK2-FSET,24,1987,2025-07-01,Greentech Renewables - El Paso,TX,Genki,MINI,$4.51,$108.24
RT2-04-SD5-60,100,1987,2025-07-01,Greentech Renewables - El Paso,TX,Genki,Screws,$0.43,$43
RT2-00-MINIBK2,35,2576,2025-07-01,Greentech Renewables - Fresno,CA,Genki,MINI,$4.15,$145.25
RT2-00-MINIBK2-FSET,4,2685,2025-07-01,Greentech Renewables - Grand Junction,CO,Genki,MINI,$4.51,$18.04
RT2-04-SD5-60,800,2685,2025-07-01,Greentech Renewables - Grand Junction,CO,Genki,Screws,$0.43,$344
RT2-00-MINIBK2,2,3273,2025-07-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.15,$8.3
RT2-00-MINIBK2-FSET,2,3273,2025-07-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.51,$9.02
RT2-04-FBN25,25,3273,2025-07-01,Greentech Renewables - Houston,TX,Genki,Bolts,$0.36,$9
RT2-04-SD5-60,657,3273,2025-07-01,Greentech Renewables - Houston,TX,Genki,Screws,$0.43,$282.51
RT2-04-SD5-60,100,3293,2025-07-01,Greentech Renewables - Indianapolis,IN,Guy,Screws,$0.43,$43
RT2-00-MINIBK2-FSET,18,3395,2025-07-01,Greentech Renewables - Jacksonville,FL,RyanW,MINI,$4.51,$81.18
RT2-04-FBN25,520,3395,2025-07-01,Greentech Renewables - Jacksonville,FL,RyanW,Bolts,$0.36,$187.2
RT2-04-SD5-60,530,3395,2025-07-01,Greentech Renewables - Jacksonville,FL,RyanW,Screws,$0.43,$227.9
RT2-00-MINIBK2-FSET,2,4029,2025-07-01,Greentech Renewables - Las Cruces,NM,Genki,MINI,$4.51,$9.02
RT2-04-FBN25,235,4029,2025-07-01,Greentech Renewables - Las Cruces,NM,Genki,Bolts,$0.36,$84.6
RT2-04-SD5-60,200,4029,2025-07-01,Greentech Renewables - Las Cruces,NM,Genki,Screws,$0.43,$86
RT2-00-MINIBK2-FSET,240,4090,2025-07-01,Greentech Renewables - Las Vegas,NV,Genki,MINI,$4.51,$1082.4
RT2-04-C-MOUNT,120,4090,2025-07-01,Greentech Renewables - Las Vegas,NV,Genki,C-MOUNT,$3.08,$369.6
RT2-04-SD5-60,116,4090,2025-07-01,Greentech Renewables - Las Vegas,NV,Genki,Screws,$0.43,$49.88
RT2-04-SD5-60,300,4187,2025-07-01,Greentech Renewables - LIttle Rock,AR,Guy,Screws,$0.43,$129
RT2-00-MINIBK2-FSET,4691,4422,2025-07-01,Greentech Renewables - Maine,ME,RyanW,MINI,$4.51,$21156.41
RT2-04-FBN25,83,4422,2025-07-01,Greentech Renewables - Maine,ME,RyanW,Bolts,$0.36,$29.88
RT2-04-MINBUTYL,153,4422,2025-07-01,Greentech Renewables - Maine,ME,RyanW,Accessories,$1.18,$180.54
RT2-04-SD5-60,1048,4422,2025-07-01,Greentech Renewables - Maine,ME,RyanW,Screws,$0.43,$450.64
RT2-00-MINIBK2-FSET,20,4431,2025-07-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.51,$90.2
RT2-04-SD5-60,175,4431,2025-07-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.43,$75.25
RT2-00-MINIBK2-FSET,1188,4560,2025-07-01,Greentech Renewables - Miami,FL,RyanW,MINI,$4.51,$5357.88
RT2-04-FBN25,2,4560,2025-07-01,Greentech Renewables - Miami,FL,RyanW,Bolts,$0.36,$0.72
RT2-04-SD5-60,4282,4560,2025-07-01,Greentech Renewables - Miami,FL,RyanW,Screws,$0.43,$1841.26
RT3-04-BUTYL,23,4560,2025-07-01,Greentech Renewables - Miami,FL,RyanW,Accessories,$1.18,$27.14
RT2-04-SD5-90,2000,4598,2025-07-01,Greentech Renewables - Commercial Solutions - Mid-Atlantic,NJ,RyanW,Screws,$0.75,$1500
RT2-04-C-MOUNT,114,4639,2025-07-01,Greentech Renewables - Missoula,MT,Genki,C-MOUNT,$3.08,$351.12
RT2-00-MINIBK2-FSET,50,4664,2025-07-01,Greentech Renewables - Minneapolis,MN,Guy,MINI,$4.51,$225.5
RT2-04-FBN25,54,4664,2025-07-01,Greentech Renewables - Minneapolis,MN,Guy,Bolts,$0.36,$19.44
RT2-04-SD5-60,3600,4664,2025-07-01,Greentech Renewables - Minneapolis,MN,Guy,Screws,$0.43,$1548
RT2-00-MINIBK2-FSET,224,4950,2025-07-01,Greentech Renewables - North Chicago,IL,Guy,MINI,$4.51,$1010.24
RT2-04-SD5-60,7300,4950,2025-07-01,Greentech Renewables - North Chicago,IL,Guy,Screws,$0.43,$3139
RT3-04-RFEBBK,1,4979,2025-07-01,Greentech Renewables - Nashville,TN,Guy,REB,$20.00,$20
RT2-00-MINIBK2-FSET,945,4984,2025-07-01,Greentech Renewables - Wallingford,CT,RyanW,MINI,$4.51,$4261.95
RT2-04-SD5-60,3384,4984,2025-07-01,Greentech Renewables - Wallingford,CT,RyanW,Screws,$0.43,$1455.12
RT2-00-MINIBK2-FSET,16,4991,2025-07-01,Greentech Renewables - New Hampshire,NH,RyanW,MINI,$4.51,$72.16
RT2-04-SD5-60,67,4991,2025-07-01,Greentech Renewables - New Hampshire,NH,RyanW,Screws,$0.43,$28.81
RT2-00-MINIBK2-FSET,2505,5621,2025-07-01,Greentech Renewables - Orlando,FL,RyanW,MINI,$4.51,$11297.55
RT2-04-FBN25,91,5621,2025-07-01,Greentech Renewables - Orlando,FL,RyanW,Bolts,$0.36,$32.76
RT2-04-SD5-60,5,5621,2025-07-01,Greentech Renewables - Orlando,FL,RyanW,Screws,$0.43,$2.15
RT2-00-MINIBK2,58,5885,2025-07-01,Greentech Renewables - Peoria,IL,Guy,MINI,$4.15,$240.7
